(FJX_spec 05e) UCI J-v8.4(Xwts) (6/05) JPL02+irHNO4+IUPAC/NO2/VOC+Blitz         
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
PAN    250 1.994E-19 6.253E-19 1.263E-18 2.173E-18 2.931E-18 2.201E-18
           1.765E-18 1.323E-18 6.578E-20 8.914E-20 8.161E-20 2.418E-21
           9.255E-22 4.342E-22 2.290E-22 5.508E-23 6.899E-25 0.000E+00
PAN    298 2.189E-19 6.847E-19 1.370E-18 2.366E-18 3.094E-18 2.279E-18
           1.834E-18 1.386E-18 7.926E-20 1.002E-19 8.838E-20 3.526E-21
           1.400E-21 6.730E-22 3.630E-22 9.302E-23 1.257E-24 0.000E+00
CH3NO3 240 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.270E-20 1.016E-20 6.659E-21 4.646E-21
           2.023E-21 9.350E-22 3.734E-22 3.799E-23 0.000E+00 0.000E+00
CH3NO3 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.707E-20 1.248E-20 8.383E-21 5.989E-21
           2.736E-21 1.342E-21 5.740E-22 7.027E-23 0.000E+00 0.000E+00
ActAld 297 0.000E+00 0.000E+00 1.083E-23 0.000E+00 3.359E-22 5.086E-22
           4.875E-22 4.797E-22 1.889E-20 2.339E-20 2.394E-20 2.155E-20
           1.461E-20 8.378E-21 3.338E-21 1.787E-22 0.000E+00 0.000E+00
ActAld 298 0.000E+00 0.000E+00 1.083E-23 0.000E+00 3.359E-22 5.086E-22
           4.875E-22 4.797E-22 1.889E-20 2.339E-20 2.394E-20 2.155E-20
           1.461E-20 8.378E-21 3.338E-21 1.787E-22 0.000E+00 0.000E+00
MeVK   297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 8.150E-22 2.236E-21 3.828E-21 5.542E-21
           7.954E-21 8.821E-21 7.238E-21 3.383E-21 1.776E-22 0.000E+00
MeVK   298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 8.150E-22 2.236E-21 3.828E-21 5.542E-21
           7.954E-21 8.821E-21 7.238E-21 3.383E-21 1.776E-22 0.000E+00
MeAcr  297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.367E-23 7.680E-23 1.404E-22 2.117E-22
           3.151E-22 3.998E-22 4.741E-22 5.220E-22 1.054E-22 0.000E+00
MeAcr  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.367E-23 7.680E-23 1.404E-22 2.117E-22
           3.151E-22 3.998E-22 4.741E-22 5.220E-22 1.054E-22 0.000E+00
GlyAld 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.854E-20 1.829E-19
           1.143E-19 6.877E-20 3.021E-20 3.421E-20 3.394E-20 2.773E-20
           1.707E-20 9.388E-21 4.392E-21 4.991E-22 0.000E+00 0.000E+00
GlyAld 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.854E-20 1.829E-19
           1.143E-19 6.877E-20 3.021E-20 3.421E-20 3.394E-20 2.773E-20
           1.707E-20 9.388E-21 4.392E-21 4.991E-22 0.000E+00 0.000E+00
MEKeto 297 0.000E+00 0.000E+00 2.641E-22 0.000E+00 4.467E-21 1.749E-21
           1.668E-21 1.838E-21 4.240E-20 4.810E-20 4.620E-20 4.157E-20
           2.685E-20 1.566E-20 7.730E-21 8.247E-22 3.711E-25 0.000E+00
MEKeto 298 0.000E+00 0.000E+00 2.641E-22 0.000E+00 4.467E-21 1.749E-21
           1.668E-21 1.838E-21 4.240E-20 4.810E-20 4.620E-20 4.157E-20
           2.685E-20 1.566E-20 7.730E-21 8.247E-22 3.711E-25 0.000E+00
EAld   297 0.000E+00 0.000E+00 9.499E-24 0.000E+00 3.037E-22 5.328E-22
           6.036E-22 6.853E-22 2.974E-20 4.567E-20 5.141E-20 5.538E-20
           4.632E-20 3.577E-20 2.443E-20 5.902E-21 1.250E-23 0.000E+00
EAld   298 0.000E+00 0.000E+00 9.499E-24 0.000E+00 3.037E-22 5.328E-22
           6.036E-22 6.853E-22 2.974E-20 4.567E-20 5.141E-20 5.538E-20
           4.632E-20 3.577E-20 2.443E-20 5.902E-21 1.250E-23 0.000E+00
MGlyxl 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.478E-20 4.142E-20 4.393E-20 4.376E-20
           3.465E-20 2.424E-20 1.789E-20 6.220E-21 2.049E-20 1.356E-21
MGlyxl 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.478E-20 4.142E-20 4.393E-20 4.376E-20
           3.465E-20 2.424E-20 1.789E-20 6.220E-21 2.049E-20 1.356E-21
Glyxla 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 6.816E-21 1.019E-20 1.179E-20 1.335E-20
           1.239E-20 1.117E-20 8.340E-21 2.635E-21 0.000E+00 0.000E+00
Glyxla 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 6.816E-21 1.019E-20 1.179E-20 1.335E-20
           1.239E-20 1.117E-20 8.340E-21 2.635E-21 0.000E+00 0.000E+00
Glyxlb 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.973E-22 2.210E-22
Glyxlb 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.973E-22 2.210E-22
JPL-NO2299 0.000E+00 0.000E+00 5.257E-21 0.000E+00 2.566E-19 4.540E-19
           4.800E-19 4.800E-19 3.950E-20 1.062E-19 1.196E-19 1.083E-19
           1.493E-19 1.886E-19 2.306E-19 3.394E-19 4.228E-19 4.019E-22
JPL-NO2300 0.000E+00 0.000E+00 5.257E-21 0.000E+00 2.566E-19 4.540E-19
           4.800E-19 4.800E-19 3.952E-20 1.063E-19 1.193E-19 1.075E-19
           1.470E-19 1.848E-19 2.254E-19 3.295E-19 4.169E-19 4.004E-22
C3H6O  220 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.816E-20 3.850E-20 3.504E-20 3.088E-20
           1.944E-20 1.084E-20 5.537E-21 4.705E-22 3.405E-25 0.000E+00
C3H6O  300 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.847E-20 4.048E-20 3.788E-20 3.428E-20
           2.255E-20 1.353E-20 7.279E-21 8.588E-22 6.641E-25 0.000E+00
Q2-Ac  240 3.000E-02 3.000E-02 3.000E-02 3.000E-02 3.000E-02 3.000E-02
           3.000E-02 3.000E-02 3.000E-02 2.294E-02 1.136E-02 5.112E-03
           1.934E-03 8.010E-04 4.156E-04 4.681E-05 0.000E+00 0.000E+00
Q2-Ac  300 2.000E-01 2.000E-01 2.000E-01 2.000E-01 2.000E-01 2.000E-01
           2.000E-01 2.000E-01 2.000E-01 1.770E-01 1.246E-01 8.527E-02
           5.105E-02 3.295E-02 2.218E-02 4.074E-03 0.000E+00 0.000E+00
Q1A-Ac 240 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.206E+00 4.144E+00 2.484E+01 9.426E+01 1.000E+02 1.000E+02
Q1A-Ac 300 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.006E+00
           1.222E+00 2.415E+00 6.632E+00 1.961E+01 2.100E+01 2.100E+01
Q1B-Ac 240 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 2.670E-02 1.850E-01 1.047E+00
           1.062E+01 5.215E+01 2.617E+02 2.721E+03 3.210E+03 3.210E+03
Q1B-Ac 300 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 5.641E-02 2.466E-01 8.916E-01
           4.883E+00 1.620E+01 5.246E+01 2.991E+02 3.420E+02 3.420E+02
