(fort10_06b) UCI J-v8.4 (4/06) JPL02+irHNO4+IUPAC/NO2/VOC+Blitz +flux2006     
OCS    295 4.075E-20 4.032E-20 3.634E-20 2.433E-20 5.993E-20 1.216E-19
           1.685E-19 2.189E-19 1.389E-20 4.620E-20 2.468E-20 3.027E-24
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
PAN    250 2.687E-19 7.661E-19 1.399E-18 2.529E-18 2.977E-18 2.201E-18
           1.765E-18 1.322E-18 6.565E-20 9.407E-20 8.486E-20 2.438E-21
           9.252E-22 4.355E-22 2.288E-22 5.480E-23 6.941E-25 0.000E+00
PAN    298 2.951E-19 8.392E-19 1.520E-18 2.757E-18 3.144E-18 2.279E-18
           1.834E-18 1.385E-18 7.911E-20 1.056E-19 9.185E-20 3.555E-21
           1.399E-21 6.750E-22 3.627E-22 9.257E-23 1.265E-24 0.000E+00
CH3NO3 240 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.337E-20 1.004E-20 6.638E-21 4.679E-21
           2.022E-21 9.381E-22 3.730E-22 3.755E-23 0.000E+00 0.000E+00
CH3NO3 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.788E-20 1.233E-20 8.359E-21 6.029E-21
           2.735E-21 1.346E-21 5.734E-22 6.957E-23 0.000E+00 0.000E+00
ActAld 297 0.000E+00 0.000E+00 2.422E-23 0.000E+00 3.974E-22 5.086E-22
           4.875E-22 4.794E-22 1.893E-20 2.310E-20 2.384E-20 2.161E-20
           1.460E-20 8.410E-21 3.335E-21 1.751E-22 0.000E+00 0.000E+00
ActAld 298 0.000E+00 0.000E+00 2.422E-23 0.000E+00 3.974E-22 5.086E-22
           4.875E-22 4.794E-22 1.893E-20 2.310E-20 2.384E-20 2.161E-20
           1.460E-20 8.410E-21 3.335E-21 1.751E-22 0.000E+00 0.000E+00
MeVK   297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 8.241E-22 2.211E-21 3.811E-21 5.521E-21
           7.955E-21 8.828E-21 7.236E-21 3.374E-21 1.790E-22 0.000E+00
MeVK   298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 8.241E-22 2.211E-21 3.811E-21 5.521E-21
           7.955E-21 8.828E-21 7.236E-21 3.374E-21 1.790E-22 0.000E+00
MeAcr  297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.398E-23 7.595E-23 1.398E-22 2.107E-22
           3.151E-22 3.995E-22 4.742E-22 5.222E-22 1.064E-22 0.000E+00
MeAcr  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 2.398E-23 7.595E-23 1.398E-22 2.107E-22
           3.151E-22 3.995E-22 4.742E-22 5.222E-22 1.064E-22 0.000E+00
GlyAld 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 8.443E-20 1.829E-19
           1.143E-19 6.872E-20 3.025E-20 3.387E-20 3.392E-20 2.784E-20
           1.706E-20 9.411E-21 4.388E-21 4.937E-22 0.000E+00 0.000E+00
GlyAld 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 8.443E-20 1.829E-19
           1.143E-19 6.872E-20 3.025E-20 3.387E-20 3.392E-20 2.784E-20
           1.706E-20 9.411E-21 4.388E-21 4.937E-22 0.000E+00 0.000E+00
MEKeto 297 0.000E+00 0.000E+00 5.903E-22 0.000E+00 5.952E-21 1.749E-21
           1.668E-21 1.837E-21 4.246E-20 4.757E-20 4.604E-20 4.170E-20
           2.684E-20 1.570E-20 7.721E-21 8.142E-22 3.734E-25 0.000E+00
MEKeto 298 0.000E+00 0.000E+00 5.903E-22 0.000E+00 5.952E-21 1.749E-21
           1.668E-21 1.837E-21 4.246E-20 4.757E-20 4.604E-20 4.170E-20
           2.684E-20 1.570E-20 7.721E-21 8.142E-22 3.734E-25 0.000E+00
EAld   297 0.000E+00 0.000E+00 2.124E-23 0.000E+00 3.576E-22 5.328E-22
           6.036E-22 6.848E-22 2.982E-20 4.517E-20 5.121E-20 5.548E-20
           4.630E-20 3.578E-20 2.441E-20 5.853E-21 1.257E-23 0.000E+00
EAld   298 0.000E+00 0.000E+00 2.124E-23 0.000E+00 3.576E-22 5.328E-22
           6.036E-22 6.848E-22 2.982E-20 4.517E-20 5.121E-20 5.548E-20
           4.630E-20 3.578E-20 2.441E-20 5.853E-21 1.257E-23 0.000E+00
MGlyxl 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.483E-20 4.131E-20 4.375E-20 4.384E-20
           3.465E-20 2.428E-20 1.788E-20 6.194E-21 2.237E-20 1.435E-21
MGlyxl 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.483E-20 4.131E-20 4.375E-20 4.384E-20
           3.465E-20 2.428E-20 1.788E-20 6.194E-21 2.237E-20 1.435E-21
Glyxla 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 6.833E-21 1.009E-20 1.174E-20 1.333E-20
           1.238E-20 1.117E-20 8.335E-21 2.625E-21 0.000E+00 0.000E+00
Glyxla 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 6.833E-21 1.009E-20 1.174E-20 1.333E-20
           1.238E-20 1.117E-20 8.335E-21 2.625E-21 0.000E+00 0.000E+00
Glyxlb 297 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.914E-22 2.199E-22
Glyxlb 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.914E-22 2.199E-22
XXXX   299 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
XXXX   300 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
C3H6O  220 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.819E-20 3.809E-20 3.492E-20 3.100E-20
           1.944E-20 1.088E-20 5.532E-21 4.637E-22 3.425E-25 0.000E+00
C3H6O  300 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 3.851E-20 4.004E-20 3.775E-20 3.439E-20
           2.255E-20 1.356E-20 7.273E-21 8.481E-22 6.682E-25 0.000E+00
Q2-Acet240 3.000E-02 3.000E-02 3.000E-02 3.000E-02 3.000E-02 3.000E-02
           3.000E-02 3.000E-02 3.000E-02 2.380E-02 1.144E-02 5.156E-03
           1.931E-03 8.022E-04 4.144E-04 4.156E-05 0.000E+00 0.000E+00
Q2-Acet300 2.000E-01 2.000E-01 2.000E-01 2.000E-01 2.000E-01 2.000E-01
           2.000E-01 2.000E-01 2.000E-01 1.790E-01 1.250E-01 8.564E-02
           5.100E-02 3.298E-02 2.214E-02 3.533E-03 0.000E+00 0.000E+00
Q1A-Ace240 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.207E+00 4.133E+00 2.498E+01 9.452E+01 1.000E+02 1.000E+02
Q1A-Ace300 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00
           1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.006E+00
           1.223E+00 2.411E+00 6.656E+00 1.969E+01 2.100E+01 2.100E+01
Q1B-Ace240 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 2.447E-02 1.841E-01 1.028E+00
           1.066E+01 5.202E+01 2.632E+02 2.760E+03 3.210E+03 3.210E+03
Q1B-Ace300 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 4.987E-02 2.454E-01 8.792E-01
           4.897E+00 1.617E+01 5.268E+01 3.023E+02 3.420E+02 3.420E+02
